# OpenRGB detector identity index (name/bus/IDs only). Source revision 81bbe18a84c2e507006f19dd252e397e40a56bfe.
# OpenRGB is GPL-2.0-or-later (Adam Honse / contributors). Not a protocol dump.
# Regenerated by python3 scripts/agent-run.py fetch-openrgb-device-index
Name,Category,Type,RGBController,VID,PID,SVID,SPID
ASUS ROG STRIX GeForce RTX 3080 12G OC EVA EDITION,GPU,I2C,ENESMBusGPUControllers,10de,220a,1043,8887
ASUS TUF GeForce RTX 3080 12G Gaming,GPU,I2C,ENESMBusGPUControllers,10de,220a,1043,886f
ASUS TUF GeForce RTX 3080 12G Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,220a,1043,886e
EVGA GeForce RTX 3080 FTW3 Ultra 12GB,GPU,I2C,EVGAAmpereGPUControllers,10de,220a,3842,4877
EVGA GeForce RTX 3080 FTW3 Ultra Hybrid Gaming LHR,GPU,I2C,EVGAAmpereGPUControllers,10de,220a,3842,4878
EVGA GeForce RTX 3080 FTW3 Ultra Hydro Copper 12G,GPU,I2C,EVGAAmpereGPUControllers,10de,220a,3842,4879
EVGA GeForce RTX 3080 XC3 Ultra 12G,GPU,I2C,EVGAAmpereGPUControllers,10de,220a,3842,4865
Gigabyte AORUS GeForce RTX 3080 12G XTREME WATERFORCE WB,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,220a,1458,40a3
Gigabyte GeForce RTX 3080 12G Gaming OC,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,220a,1458,40a2
MSI GeForce RTX 3080 12GB Gaming Z Trio LHR,GPU,I2C,MSIGPUControllers,10de,220a,1462,389b
MSI GeForce RTX 3080 12GB Suprim X LHR,GPU,I2C,MSIGPUControllers,10de,220a,1462,3897
ZOTAC GAMING GeForce RTX 3080 12GB Trinity OC LHR,GPU,I2C,ZotacV2GPUControllers,10de,220a,19da,b612
ASUS ROG STRIX GeForce RTX 3080 V2 Gaming,GPU,I2C,ENESMBusGPUControllers,10de,2216,1043,882f
ASUS ROG STRIX GeForce RTX 3080 V2 Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2216,1043,882e
ASUS ROG STRIX GeForce RTX 3080 V2 White OC,GPU,I2C,ENESMBusGPUControllers,10de,2216,1043,8830
ASUS TUF GeForce RTX 3080 V2 Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2216,1043,882b
ASUS TUF GeForce RTX 3080 V2 Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2216,1043,8823
ASUS TUF GeForce RTX 3080 V2 Gaming OC ,GPU,I2C,ENESMBusGPUControllers,10de,2216,1043,8822
EVGA GeForce RTX 3080 FTW3 Ultra Hybrid LHR,GPU,I2C,EVGAAmpereGPUControllers,10de,2216,3842,4898
EVGA GeForce RTX 3080 FTW3 Ultra LHR,GPU,I2C,EVGAAmpereGPUControllers,10de,2216,3842,4897
EVGA GeForce RTX 3080 FTW3 Ultra v2 LHR,GPU,I2C,EVGAAmpereGPUControllers,10de,2216,3842,4297
EVGA GeForce RTX 3080 XC3 Black LHR,GPU,I2C,EVGAAmpereGPUControllers,10de,2216,3842,4881
EVGA GeForce RTX 3080 XC3 Gaming LHR,GPU,I2C,EVGAAmpereGPUControllers,10de,2216,3842,4883
EVGA GeForce RTX 3080 XC3 Ultra Hybrid LHR,GPU,I2C,EVGAAmpereGPUControllers,10de,2216,3842,4888
EVGA GeForce RTX 3080 XC3 Ultra LHR,GPU,I2C,EVGAAmpereGPUControllers,10de,2216,3842,4885
Gigabyte AORUS GeForce RTX 3080 XTREME WATERFORCE V2,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,2216,1458,4037
Gigabyte AORUS GeForce RTX 3080 XTREME WATERFORCE WB,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,2216,1458,4038
Gigabyte GeForce RTX 3080 Gaming OC LHR,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2216,1458,403f
Gigabyte GeForce RTX 3080 Vision OC LHR V2,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2216,1458,404b
MSI GeForce RTX 3080 Gaming Z Trio LHR,GPU,I2C,MSIGPUControllers,10de,2216,1462,389b
MSI GeForce RTX 3080 Suprim X LHR,GPU,I2C,MSIGPUControllers,10de,2216,1462,3897
Palit GeForce RTX 3080 LHR,GPU,I2C,PalitGPUv2Controllers,10de,2216,1569,2216
ZOTAC GAMING GeForce RTX 3080 AMP Holo LHR,GPU,I2C,ZotacV2GPUControllers,10de,2216,19da,3612
ZOTAC GAMING GeForce RTX 3080 Trinity LHR,GPU,I2C,ZotacV2GPUControllers,10de,2216,19da,1612
iGame GeForce RTX 3080 Ultra W OC 10G LHR-V,GPU,I2C,ColorfulGPUControllers,10de,2216,7377,1501
iGame GeForce RTX 3080 Ultra W OC 10G LHR-V,GPU,I2C,ColorfulGPUControllers,10de,2216,7377,150a
ASUS ROG STRIX GeForce RTX 3070 Ti Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2482,1043,880e
ASUS TUF GeForce RTX 3070 Ti Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2482,1043,8813
ASUS TUF GeForce RTX 3070 Ti V2 Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2482,1043,8812
EVGA GeForce RTX 3070 Ti FTW3 Ultra,GPU,I2C,EVGAAmpereGPUControllers,10de,2482,3842,3797
EVGA GeForce RTX 3070 Ti FTW3 Ultra v2,GPU,I2C,EVGAAmpereGPUControllers,10de,2482,3842,3497
EVGA GeForce RTX 3070 Ti XC3 Gaming,GPU,I2C,EVGAAmpereGPUControllers,10de,2482,3842,3783
EVGA GeForce RTX 3070 Ti XC3 Ultra,GPU,I2C,EVGAAmpereGPUControllers,10de,2482,3842,3785
EVGA GeForce RTX 3070 Ti XC3 Ultra v2,GPU,I2C,EVGAAmpereGPUControllers,10de,2482,3842,3485
Gainward GeForce RTX 3070 Ti Phoenix,GPU,I2C,PalitGPUv2Controllers,10de,2482,10b0,2482
Gigabyte AORUS GeForce RTX 3070 Ti MASTER,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,2482,1458,408e
Gigabyte GeForce RTX 3070 Ti EAGLE,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2482,1458,408c
Gigabyte GeForce RTX 3070 Ti Gaming OC,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2482,1458,408f
Gigabyte GeForce RTX 3070 Ti Vision OC,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2482,1458,4090
MSI GeForce RTX 3070 Ti Gaming X Trio,GPU,I2C,MSIGPUControllers,10de,2482,1462,5052
MSI GeForce RTX 3070 Ti Suprim X,GPU,I2C,MSIGPUControllers,10de,2482,1462,5051
Palit GeForce RTX 3070 Ti,GPU,I2C,PalitGPUv2Controllers,10de,2482,1569,f278
ZOTAC GAMING GeForce RTX 3070 Ti Trinity OC/AMP Holo,GPU,I2C,ZotacV2GPUControllers,10de,2482,19da,1653
iGame GeForce RTX 3070 Ti Advanced OC-V,GPU,I2C,ColorfulGPUControllers,10de,2482,7377,1400
iGame GeForce RTX 3070 Ti Ultra W OC LHR,GPU,I2C,ColorfulGPUControllers,10de,2482,7377,1581
ASUS KO GeForce RTX 3070 Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2484,1043,87be
ASUS ROG STRIX GeForce RTX 3070 Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2484,1043,87b9
ASUS ROG STRIX GeForce RTX 3070 OC,GPU,I2C,ENESMBusGPUControllers,10de,2484,1043,87b8
ASUS ROG STRIX GeForce RTX 3070 White OC,GPU,I2C,ENESMBusGPUControllers,10de,2484,1043,87e0
ASUS TUF GeForce RTX 3070 Gaming,GPU,I2C,ENESMBusGPUControllers,10de,2484,1043,87c2
ASUS TUF GeForce RTX 3070 Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2484,1043,87c1
EVGA GeForce RTX 3070 Black Gaming,GPU,I2C,EVGAAmpereGPUControllers,10de,2484,3842,3751
EVGA GeForce RTX 3070 FTW3 Ultra,GPU,I2C,EVGAAmpereGPUControllers,10de,2484,3842,3767
EVGA GeForce RTX 3070 XC3 Gaming,GPU,I2C,EVGAAmpereGPUControllers,10de,2484,3842,3753
EVGA GeForce RTX 3070 XC3 Ultra,GPU,I2C,EVGAAmpereGPUControllers,10de,2484,3842,3755
GALAX GeForce RTX 3070 1-Click OC,GPU,I2C,GalaxGPUControllers,10de,2484,10de,146b
Gainward GeForce RTX 3070 Phantom,GPU,I2C,PalitGPUv2Controllers,10de,2484,10b0,f279
Gainward GeForce RTX 3070 Phoenix,GPU,I2C,PalitGPUv2Controllers,10de,2484,10b0,2484
Gigabyte GeForce RTX 3070 Eagle OC,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2484,1458,404e
Gigabyte GeForce RTX 3070 Gaming OC,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2484,1458,404c
Gigabyte GeForce RTX 3070 MASTER,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,2484,1458,4069
Gigabyte GeForce RTX 3070 Vision,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2484,1458,404d
MSI GeForce RTX 3070 Gaming X Trio,GPU,I2C,MSIGPUControllers,10de,2484,1462,3903
MSI GeForce RTX 3070 Suprim,GPU,I2C,MSIGPUControllers,10de,2484,1462,390c
MSI GeForce RTX 3070 Suprim X,GPU,I2C,MSIGPUControllers,10de,2484,1462,3901
PNY GeForce RTX 3070 XLR8 Revel EPIC-X,GPU,I2C,PalitGPUv2Controllers,10de,2484,196e,136e
Palit GeForce RTX 3070,GPU,I2C,PalitGPUv2Controllers,10de,2484,1569,2484
iGame GeForce RTX 3070 Advanced OC-V,GPU,I2C,ColorfulGPUControllers,10de,2484,7377,140a
iGame GeForce RTX 3070 Advanced OC-V,GPU,I2C,ColorfulGPUControllers,10de,2484,7377,1401
iGame GeForce RTX 3070 Ultra W OC-V,GPU,I2C,ColorfulGPUControllers,10de,2484,7377,150a
ASUS KO GeForce RTX 3060 Ti Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2486,1043,87ca
ASUS KO GeForce RTX 3060 Ti Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2486,1043,87cb
ASUS ROG STRIX GeForce RTX 3060 Ti OC,GPU,I2C,ENESMBusGPUControllers,10de,2486,1043,87ba
ASUS TUF GeForce RTX 3060 Ti Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2486,1043,87c6
EVGA GeForce RTX 3060 Ti FTW3 Gaming,GPU,I2C,EVGAAmpereGPUControllers,10de,2486,3842,3665
EVGA GeForce RTX 3060 Ti FTW3 Ultra,GPU,I2C,EVGAAmpereGPUControllers,10de,2486,3842,3667
Gigabyte GeForce RTX 3060 Ti EAGLE OC,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2486,1458,405b
Gigabyte GeForce RTX 3060 Ti GAMING OC,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,2486,1458,405a
Gigabyte GeForce RTX 3060 Ti GAMING OC PRO,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,2486,1458,405e
MSI GeForce RTX 3060 Ti Gaming X,GPU,I2C,MSIGPUControllers,10de,2486,1462,3973
MSI GeForce RTX 3060 Ti Gaming X Trio,GPU,I2C,MSIGPUControllers,10de,2486,1462,3903
Palit GeForce RTX 3060 Ti,GPU,I2C,PalitGPUv2Controllers,10de,2486,1569,2486
ASUS TUF GeForce RTX 3060 V2 Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2487,1043,8865
Gigabyte AORUS GeForce RTX 3060 ELITE,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,2487,1458,407b
Gigabyte GeForce RTX 3060 EAGLE OC,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2487,1458,4072
Gigabyte GeForce RTX 3060 Gaming OC V2,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2487,1458,4074
Gigabyte GeForce RTX 3060 Vision OC V3,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2487,1458,4073
MSI GeForce RTX 3060 Gaming X (GA104),GPU,I2C,MSIGPUControllers,10de,2487,1462,3976
MSI GeForce RTX 3060 Gaming Z Trio,GPU,I2C,MSIGPUControllers,10de,2487,1462,3903
ASUS KO GeForce RTX 3070 V2 Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2488,1043,8842
ASUS KO GeForce RTX 3070 V2 Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2488,1043,8843
ASUS ROG STRIX GeForce RTX 3070 V2 Gaming,GPU,I2C,ENESMBusGPUControllers,10de,2488,1043,882d
ASUS ROG STRIX GeForce RTX 3070 V2 Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2488,1043,882c
ASUS ROG STRIX GeForce RTX 3070 V2 White OC,GPU,I2C,ENESMBusGPUControllers,10de,2488,1043,8832
ASUS TUF GeForce RTX 3070 V2 Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2488,1043,8825
EVGA GeForce RTX 3070 FTW3 Ultra LHR,GPU,I2C,EVGAAmpereGPUControllers,10de,2488,3842,4767
EVGA GeForce RTX 3070 FTW3 Ultra LHR,GPU,I2C,EVGAAmpereGPUControllers,10de,2488,3842,4467
EVGA GeForce RTX 3070 XC3 Ultra Gaming,GPU,I2C,EVGAAmpereGPUControllers,10de,2488,3842,4455
EVGA GeForce RTX 3070 XC3 Ultra LHR,GPU,I2C,EVGAAmpereGPUControllers,10de,2488,3842,4755
Gigabyte GeForce RTX 3070 Eagle OC LHR V2,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2488,1458,404e
Gigabyte GeForce RTX 3070 Gaming OC LHR V3,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2488,1458,404c
Gigabyte GeForce RTX 3070 MASTER LHR,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,2488,1458,4069
Gigabyte GeForce RTX 3070 Vision LHR V2,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2488,1458,404d
MSI GeForce RTX 3070 Gaming Trio,GPU,I2C,MSIGPUControllers,10de,2488,1462,3904
MSI GeForce RTX 3070 Suprim LHR,GPU,I2C,MSIGPUControllers,10de,2488,1462,390c
MSI GeForce RTX 3070 Suprim X GODZILLA LHR,GPU,I2C,MSIGPUControllers,10de,2488,1462,3902
MSI GeForce RTX 3070 Suprim X LHR,GPU,I2C,MSIGPUControllers,10de,2488,1462,3901
PNY GeForce RTX 3070 XLR8 Revel EPIC-X LHR,GPU,I2C,PalitGPUv2Controllers,10de,2488,196e,138a
Palit GeForce RTX 3070 LHR,GPU,I2C,PalitGPUv2Controllers,10de,2488,1569,2488
ZOTAC GAMING GeForce RTX 3070 AMP Holo LHR,GPU,I2C,ZotacV2GPUControllers,10de,2488,19da,8617
iGame GeForce RTX 3070 Ultra W OC LHR,GPU,I2C,ColorfulGPUControllers,10de,2488,7377,150a
ASUS KO GeForce RTX 3060 Ti V2 Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2489,1043,883e
ASUS ROG STRIX GeForce RTX 3060 Ti V2 OC,GPU,I2C,ENESMBusGPUControllers,10de,2489,1043,8834
ASUS ROG STRIX GeForce RTX 3060 Ti V2 OC,GPU,I2C,ENESMBusGPUControllers,10de,2489,1043,8835
ASUS TUF GeForce RTX 3060 Ti Gaming OC,GPU,I2C,AsusAuraGPUControllers,10de,2489,1043,87c6
ASUS TUF GeForce RTX 3060 Ti OC,GPU,I2C,ENESMBusGPUControllers,10de,2489,1043,8827
EVGA GeForce RTX 3060 Ti FTW3 Ultra Gaming LHR,GPU,I2C,EVGAAmpereGPUControllers,10de,2489,3842,4567
EVGA GeForce RTX 3060 Ti FTW3 Ultra LHR,GPU,I2C,EVGAAmpereGPUControllers,10de,2489,3842,4667
Gigabyte AORUS GeForce RTX 3060 Ti ELITE LHR,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,2489,1458,4076
Gigabyte GeForce RTX 3060 Ti EAGLE OC LHR V2,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2489,1458,405b
Gigabyte GeForce RTX 3060 Ti EAGLE OC LHR V2,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2489,1458,4060
Gigabyte GeForce RTX 3060 Ti GAMING OC LHR,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,2489,1458,405a
Gigabyte GeForce RTX 3060 Ti GAMING OC LHR Rev 2,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,2489,1458,405a
Gigabyte GeForce RTX 3060 Ti Gaming OC LHR V2,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2489,1458,405a
Gigabyte GeForce RTX 3060 Ti Gaming OC PRO LHR,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,2489,1458,405e
Gigabyte GeForce RTX 3060 Ti Vision OC,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2489,1458,4077
MSI GeForce RTX 3060 Ti Gaming X LHR,GPU,I2C,MSIGPUControllers,10de,2489,1462,3973
MSI GeForce RTX 3060 Ti Gaming X Trio LHR,GPU,I2C,MSIGPUControllers,10de,2489,1462,3903
Palit GeForce RTX 3060 Ti LHR,GPU,I2C,PalitGPUv2Controllers,10de,2489,1569,2489
iGame GeForce RTX 3060 Ti Advanced OC-V,GPU,I2C,ColorfulGPUControllers,10de,2489,7377,140a
iGame GeForce RTX 3060 Ti Advanced OC-V,GPU,I2C,ColorfulGPUControllers,10de,2489,7377,1401
iGame GeForce RTX 3060 Ti Ultra W OC LHR-V,GPU,I2C,ColorfulGPUControllers,10de,2489,7377,150a
iGame GeForce RTX 3060 Ti Ultra W OC LHR-V,GPU,I2C,ColorfulGPUControllers,10de,2489,7377,1501
ASUS TUF GeForce RTX 3060 Ti OC,GPU,I2C,ENESMBusGPUControllers,10de,24c9,1043,88ac
Gigabyte GeForce RTX 3060 Ti GAMING OC,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,24c9,1458,40cd
MSI GeForce RTX 3060 Ti Gaming X Trio,GPU,I2C,MSIGPUControllers,10de,24c9,1462,5058
MSI GeForce RTX 3060 Ti SUPER 3X OC,GPU,I2C,MSIGPUControllers,10de,24c9,1462,505a
ASUS KO GeForce RTX 3060 Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2503,1043,87fb
ASUS ROG STRIX GeForce RTX 3060 Gaming,GPU,I2C,ENESMBusGPUControllers,10de,2503,1043,87f4
ASUS ROG STRIX GeForce RTX 3060 Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2503,1043,87f3
ASUS TUF GeForce RTX 3060 Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2503,1043,87f5
Gainward GeForce RTX 3060 Pegasus 12G,GPU,I2C,PalitGPUv2Controllers,10de,2503,10de,2503
Gigabyte AORUS GeForce RTX 3060 ELITE Rev A1,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,2503,1458,407b
Gigabyte GeForce RTX 3060 EAGLE OC,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2503,1458,4072
Gigabyte GeForce RTX 3060 Gaming OC,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2503,1458,4074
Gigabyte GeForce RTX 3060 Vision OC,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2503,1458,4073
MSI GeForce RTX 3060 Gaming X,GPU,I2C,MSIGPUControllers,10de,2503,1462,3976
MSI GeForce RTX 3060 Gaming X Trio,GPU,I2C,MSIGPUControllers,10de,2503,1462,3903
PNY GeForce RTX 3060 XLR8 Revel EPIC-X,GPU,I2C,PalitGPUv2Controllers,10de,2503,196e,138e
Palit GeForce RTX 3060,GPU,I2C,PalitGPUv2Controllers,10de,2503,1569,2503
iGame GeForce RTX 3060 Ultra W OC 12G L-V,GPU,I2C,ColorfulGPUControllers,10de,2503,7377,150a
iGame GeForce RTX 3060 Ultra W OC 12G L-V,GPU,I2C,ColorfulGPUControllers,10de,2503,7377,1501
ASUS KO GeForce RTX 3060 V2 Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2504,1043,8821
ASUS ROG STRIX GeForce RTX 3060 V2 Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2504,1043,8818
ASUS TUF GeForce RTX 3060 V2 Gaming OC,GPU,I2C,ENESMBusGPUControllers,10de,2504,1043,8816
Gigabyte AORUS GeForce RTX 3060 ELITE LHR,GPU,I2C,GigabyteRGBFusion2GPUControllers,10de,2504,1458,407b
Gigabyte GeForce RTX 3060 EAGLE LHR V2,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2504,1458,4071
Gigabyte GeForce RTX 3060 EAGLE OC V2,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2504,1458,4072
Gigabyte GeForce RTX 3060 Gaming OC,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2504,1458,4074
Gigabyte GeForce RTX 3060 Vision OC LHR,GPU,I2C,GigabyteRGBFusionGPUControllers,10de,2504,1458,4073
MSI GeForce RTX 3060 Gaming X LHR,GPU,I2C,MSIGPUControllers,10de,2504,1462,3976
MSI GeForce RTX 3060 Gaming X Trio LHR,GPU,I2C,MSIGPUControllers,10de,2504,1462,3903
Palit GeForce RTX 3060 LHR,GPU,I2C,PalitGPUv2Controllers,10de,2504,1569,2504
iGame GeForce RTX 3060 Advanced OC 12G L-V,GPU,I2C,ColorfulGPUControllers,10de,2504,7377,140a
